DateTime, Date, Time, Water Level, Sigma
2015-11-04 11:18,2015-11-04,11:18,-1.231,L 
2015-11-04 17:36,2015-11-04,17:36,1.056,H 
2015-11-04 23:48,2015-11-04,23:48,-1.364,LL
2015-11-05 06:12,2015-11-05,06:12,1.023,H 
2015-11-05 12:18,2015-11-05,12:18,-1.163,L 
2015-11-05 18:36,2015-11-05,18:36,1.107,HH
2015-11-06 00:48,2015-11-06,00:48,-1.261,LL
2015-11-06 07:12,2015-11-06,07:12,1.165,H 
2015-11-06 13:18,2015-11-06,13:18,-1.090,L 
2015-11-06 19:24,2015-11-06,19:24,1.177,HH
2015-11-07 01:48,2015-11-07,01:48,-1.364,LL
2015-11-07 07:54,2015-11-07,07:54,1.055,HH
2015-11-07 14:18,2015-11-07,14:18,-1.340,L 
2015-11-07 20:18,2015-11-07,20:18,1.030,H 
2015-11-08 02:24,2015-11-08,02:24,-1.327,L 
2015-11-08 08:36,2015-11-08,08:36,0.982,HH
2015-11-08 14:54,2015-11-08,14:54,-1.538,LL
2015-11-08 21:00,2015-11-08,21:00,0.943,H 
2015-11-09 03:00,2015-11-09,03:00,-1.382,L 
2015-11-09 09:24,2015-11-09,09:24,1.133,HH
2015-11-09 15:24,2015-11-09,15:24,-1.573,LL
2015-11-09 21:54,2015-11-09,21:54,1.054,H 
2015-11-10 03:42,2015-11-10,03:42,-1.341,L 
2015-11-10 10:00,2015-11-10,10:00,1.307,HH
2015-11-10 16:06,2015-11-10,16:06,-1.479,LL
2015-11-10 22:18,2015-11-10,22:18,1.149,H 
2015-11-11 04:06,2015-11-11,04:06,-1.163,L 
2015-11-11 10:36,2015-11-11,10:36,1.700,HH
2015-11-11 16:48,2015-11-11,16:48,-1.170,LL
2015-11-11 23:12,2015-11-11,23:12,1.458,H 
2015-11-12 04:54,2015-11-12,04:54,-1.084,L 
2015-11-12 11:12,2015-11-12,11:12,1.582,HH
2015-11-12 17:18,2015-11-12,17:18,-1.385,LL
2015-11-12 23:42,2015-11-12,23:42,1.431,H 
2015-11-13 05:36,2015-11-13,05:36,-1.171,L 
2015-11-13 11:42,2015-11-13,11:42,1.655,HH
2015-11-13 18:00,2015-11-13,18:00,-1.517,LL
2015-11-14 00:12,2015-11-14,00:12,1.211,H 
2015-11-14 06:18,2015-11-14,06:18,-1.333,L 
2015-11-14 12:24,2015-11-14,12:24,1.371,HH
2015-11-14 18:42,2015-11-14,18:42,-1.689,LL
2015-11-15 01:00,2015-11-15,01:00,1.036,H 
2015-11-15 06:48,2015-11-15,06:48,-1.419,L 
2015-11-15 13:12,2015-11-15,13:12,1.373,HH
2015-11-15 19:24,2015-11-15,19:24,-1.622,LL
2015-11-16 01:42,2015-11-16,01:42,1.048,H 
2015-11-16 07:30,2015-11-16,07:30,-1.298,L 
2015-11-16 13:48,2015-11-16,13:48,1.365,HH
2015-11-16 20:12,2015-11-16,20:12,-1.731,LL
2015-11-17 02:24,2015-11-17,02:24,0.993,H 
2015-11-17 08:30,2015-11-17,08:30,-1.260,L 
2015-11-17 14:36,2015-11-17,14:36,1.260,HH
2015-11-17 21:00,2015-11-17,21:00,-1.582,LL
2015-11-18 03:12,2015-11-18,03:12,1.008,H 
2015-11-18 09:18,2015-11-18,09:18,-1.411,L 
2015-11-18 15:36,2015-11-18,15:36,1.192,HH
2015-11-18 21:48,2015-11-18,21:48,-1.606,LL
2015-11-19 04:12,2015-11-19,04:12,1.114,H 
2015-11-19 10:18,2015-11-19,10:18,-1.348,L 
2015-11-19 16:42,2015-11-19,16:42,1.304,H 
2015-11-19 22:54,2015-11-19,22:54,-1.446,LL
2015-11-20 05:18,2015-11-20,05:18,1.344,HH
2015-11-20 11:30,2015-11-20,11:30,-1.280,L 
2015-11-20 17:30,2015-11-20,17:30,1.361,HH
2015-11-20 23:48,2015-11-20,23:48,-1.595,LL
2015-11-21 06:06,2015-11-21,06:06,1.285,H 
2015-11-21 12:24,2015-11-21,12:24,-1.528,L 
2015-11-21 18:42,2015-11-21,18:42,1.329,H 
2015-11-22 00:48,2015-11-22,00:48,-1.611,LL
2015-11-22 07:12,2015-11-22,07:12,1.578,HH
2015-11-22 13:24,2015-11-22,13:24,-1.630,L 
2015-11-22 19:42,2015-11-22,19:42,1.474,H 
2015-11-23 01:48,2015-11-23,01:48,-1.715,LL
2015-11-23 08:06,2015-11-23,08:06,1.674,HH
2015-11-23 14:24,2015-11-23,14:24,-1.912,L 
2015-11-23 20:36,2015-11-23,20:36,1.365,H 
2015-11-24 02:42,2015-11-24,02:42,-1.922,LL
2015-11-24 09:00,2015-11-24,09:00,1.580,HH
2015-11-24 15:18,2015-11-24,15:18,-2.185,LL
2015-11-24 21:30,2015-11-24,21:30,1.418,H 
2015-11-25 03:36,2015-11-25,03:36,-1.946,L 
2015-11-25 09:48,2015-11-25,09:48,1.668,HH
2015-11-25 16:06,2015-11-25,16:06,-2.311,LL
2015-11-25 22:24,2015-11-25,22:24,1.393,H 
2015-11-26 04:24,2015-11-26,04:24,-1.990,L 
2015-11-26 10:42,2015-11-26,10:42,1.660,HH
2015-11-26 17:00,2015-11-26,17:00,-2.347,LL
2015-11-26 23:18,2015-11-26,23:18,1.280,H 
2015-11-27 05:18,2015-11-27,05:18,-1.957,L 
2015-11-27 11:36,2015-11-27,11:36,1.638,HH
2015-11-27 17:54,2015-11-27,17:54,-2.213,LL
2015-11-28 00:18,2015-11-28,00:18,1.318,H 
2015-11-28 06:06,2015-11-28,06:06,-1.794,L 
2015-11-28 12:24,2015-11-28,12:24,1.690,HH
2015-11-28 18:42,2015-11-28,18:42,-1.955,LL
2015-11-29 00:54,2015-11-29,00:54,1.325,H 
2015-11-29 07:00,2015-11-29,07:00,-1.602,L 
2015-11-29 13:12,2015-11-29,13:12,1.552,HH
2015-11-29 19:42,2015-11-29,19:42,-1.961,LL
2015-11-30 01:48,2015-11-30,01:48,1.159,H 
2015-11-30 07:48,2015-11-30,07:48,-1.450,L 
2015-11-30 13:54,2015-11-30,13:54,1.351,HH
2015-11-30 20:30,2015-11-30,20:30,-1.706,LL
2015-12-01 02:54,2015-12-01,02:54,1.086,H 
2015-12-01 08:42,2015-12-01,08:42,-1.440,L 
2015-12-01 14:48,2015-12-01,14:48,1.197,HH
2015-12-01 21:12,2015-12-01,21:12,-1.573,LL
2015-12-02 03:36,2015-12-02,03:36,1.106,H 
2015-12-02 09:48,2015-12-02,09:48,-1.235,L 
2015-12-02 16:06,2015-12-02,16:06,1.216,HH
2015-12-02 21:54,2015-12-02,21:54,-1.230,LL
2015-12-03 04:36,2015-12-03,04:36,1.219,HH
2015-12-03 10:36,2015-12-03,10:36,-1.029,L 
2015-12-03 16:54,2015-12-03,16:54,0.975,H 
2015-12-03 23:12,2015-12-03,23:12,-1.468,LL
2015-12-04 05:30,2015-12-04,05:30,0.915,HH
2015-12-04 11:48,2015-12-04,11:48,-1.126,L 
2015-12-04 17:42,2015-12-04,17:42,0.876,H 
2015-12-05 00:06,2015-12-05,00:06,-1.228,L 
2015-12-05 06:12,2015-12-05,06:12,0.912,HH
2015-12-05 12:42,2015-12-05,12:42,-1.448,LL
2015-12-05 19:06,2015-12-05,19:06,0.634,H 
2015-12-06 00:54,2015-12-06,00:54,-1.257,L 
2015-12-06 07:12,2015-12-06,07:12,0.972,HH
2015-12-06 13:36,2015-12-06,13:36,-1.376,LL
2015-12-06 19:48,2015-12-06,19:48,0.840,H 
2015-12-07 01:42,2015-12-07,01:42,-1.252,L 
2015-12-07 08:06,2015-12-07,08:06,1.034,HH
2015-12-07 14:18,2015-12-07,14:18,-1.405,LL
2015-12-07 20:24,2015-12-07,20:24,0.853,H 
2015-12-08 02:18,2015-12-08,02:18,-1.205,L 
2015-12-08 08:24,2015-12-08,08:24,1.341,HH
2015-12-08 15:18,2015-12-08,15:18,-1.319,LL
2015-12-08 21:00,2015-12-08,21:00,1.083,H 
2015-12-09 03:06,2015-12-09,03:06,-1.177,L 
2015-12-09 09:30,2015-12-09,09:30,1.380,HH
2015-12-09 15:42,2015-12-09,15:42,-1.455,LL
2015-12-09 22:00,2015-12-09,22:00,1.089,H 
2015-12-10 03:48,2015-12-10,03:48,-1.298,L 
2015-12-10 09:48,2015-12-10,09:48,1.488,HH
2015-12-10 16:12,2015-12-10,16:12,-1.610,LL
2015-12-10 22:30,2015-12-10,22:30,1.166,H 
2015-12-11 04:30,2015-12-11,04:30,-1.316,L 
2015-12-11 10:36,2015-12-11,10:36,1.582,HH
2015-12-11 17:06,2015-12-11,17:06,-1.597,LL
2015-12-11 23:06,2015-12-11,23:06,1.241,H 
2015-12-12 05:12,2015-12-12,05:12,-1.429,L 
2015-12-12 11:24,2015-12-12,11:24,1.496,HH
2015-12-12 17:36,2015-12-12,17:36,-1.776,LL
2015-12-12 23:54,2015-12-12,23:54,1.171,H 
2015-12-13 05:48,2015-12-13,05:48,-1.452,L 
2015-12-13 12:00,2015-12-13,12:00,1.515,HH
2015-12-13 18:24,2015-12-13,18:24,-1.820,LL
2015-12-14 00:48,2015-12-14,00:48,1.200,H 
2015-12-14 06:30,2015-12-14,06:30,-1.343,L 
2015-12-14 12:36,2015-12-14,12:36,1.708,HH
2015-12-14 19:00,2015-12-14,19:00,-1.620,LL
2015-12-15 01:30,2015-12-15,01:30,1.514,H 
2015-12-15 07:18,2015-12-15,07:18,-1.106,L 
2015-12-15 13:36,2015-12-15,13:36,1.790,HH
2015-12-15 20:00,2015-12-15,20:00,-1.582,LL
2015-12-16 02:18,2015-12-16,02:18,1.224,H 
2015-12-16 08:00,2015-12-16,08:00,-1.199,L 
2015-12-16 14:18,2015-12-16,14:18,1.656,HH
2015-12-16 20:36,2015-12-16,20:36,-1.506,LL
2015-12-17 03:06,2015-12-17,03:06,1.354,H 
2015-12-17 08:54,2015-12-17,08:54,-1.350,L 
2015-12-17 15:18,2015-12-17,15:18,1.547,H 
2015-12-17 21:30,2015-12-17,21:30,-1.415,LL
2015-12-18 03:48,2015-12-18,03:48,1.570,HH
2015-12-18 10:00,2015-12-18,10:00,-1.373,L 
2015-12-18 16:24,2015-12-18,16:24,1.542,HH
2015-12-18 22:24,2015-12-18,22:24,-1.518,LL
2015-12-19 04:54,2015-12-19,04:54,1.402,H 
2015-12-19 11:06,2015-12-19,11:06,-1.440,L 
2015-12-19 17:12,2015-12-19,17:12,1.104,HH
2015-12-19 23:30,2015-12-19,23:30,-1.853,LL
2015-12-20 05:42,2015-12-20,05:42,1.050,H 
2015-12-20 12:06,2015-12-20,12:06,-1.762,LL
2015-12-20 18:30,2015-12-20,18:30,0.984,H 
2015-12-21 00:24,2015-12-21,00:24,-1.731,L 
2015-12-21 06:54,2015-12-21,06:54,1.428,HH
2015-12-21 13:12,2015-12-21,13:12,-1.640,L 
2015-12-21 19:06,2015-12-21,19:06,1.220,H 
2015-12-22 01:30,2015-12-22,01:30,-1.705,LL
2015-12-22 07:48,2015-12-22,07:48,1.515,HH
2015-12-22 14:06,2015-12-22,14:06,-1.709,LL
2015-12-22 20:18,2015-12-22,20:18,1.378,H 
2015-12-23 02:24,2015-12-23,02:24,-1.584,L 
2015-12-23 08:42,2015-12-23,08:42,1.728,HH
2015-12-23 15:06,2015-12-23,15:06,-1.889,LL
2015-12-23 21:12,2015-12-23,21:12,1.360,H 
2015-12-24 03:12,2015-12-24,03:12,-1.365,L 
2015-12-24 09:30,2015-12-24,09:30,1.886,HH
2015-12-24 16:00,2015-12-24,16:00,-1.966,LL
2015-12-24 22:06,2015-12-24,22:06,1.346,H 
2015-12-25 04:12,2015-12-25,04:12,-1.744,L 
2015-12-25 10:24,2015-12-25,10:24,1.751,HH
2015-12-25 16:48,2015-12-25,16:48,-2.031,LL
2015-12-25 23:18,2015-12-25,23:18,1.365,H 
2015-12-26 05:12,2015-12-26,05:12,-1.835,L 
2015-12-26 11:18,2015-12-26,11:18,1.665,HH
2015-12-26 17:36,2015-12-26,17:36,-1.990,LL
2015-12-26 23:54,2015-12-26,23:54,1.265,H 
2015-12-27 05:54,2015-12-27,05:54,-1.664,L 
2015-12-27 12:00,2015-12-27,12:00,1.685,HH
2015-12-27 18:24,2015-12-27,18:24,-1.837,LL
2015-12-28 00:48,2015-12-28,00:48,1.336,H 
2015-12-28 06:48,2015-12-28,06:48,-1.669,L 
2015-12-28 12:54,2015-12-28,12:54,1.441,HH
2015-12-28 19:18,2015-12-28,19:18,-1.819,LL
2015-12-29 01:18,2015-12-29,01:18,1.117,H 
2015-12-29 07:24,2015-12-29,07:24,-1.363,L 
2015-12-29 13:36,2015-12-29,13:36,1.564,HH
2015-12-29 20:00,2015-12-29,20:00,-1.471,LL
2015-12-30 02:24,2015-12-30,02:24,1.363,HH
2015-12-30 08:06,2015-12-30,08:06,-1.117,L 
2015-12-30 14:18,2015-12-30,14:18,1.315,H 
2015-12-30 20:42,2015-12-30,20:42,-1.456,LL
2015-12-31 03:24,2015-12-31,03:24,1.169,H 
2015-12-31 09:00,2015-12-31,09:00,-1.213,L 
2015-12-31 15:24,2015-12-31,15:24,1.172,HH
2015-12-31 21:30,2015-12-31,21:30,-1.341,LL
2016-01-01 03:54,2016-01-01,03:54,1.121,HH
2016-01-01 09:54,2016-01-01,09:54,-1.158,L 
2016-01-01 16:18,2016-01-01,16:18,1.060,H 
2016-01-01 22:30,2016-01-01,22:30,-1.272,LL
2016-01-02 05:00,2016-01-02,05:00,0.983,HH
2016-01-02 10:36,2016-01-02,10:36,-1.086,L 
2016-01-02 17:06,2016-01-02,17:06,0.933,H 
2016-01-02 23:06,2016-01-02,23:06,-1.158,LL
2016-01-03 05:18,2016-01-03,05:18,1.077,HH
2016-01-03 11:48,2016-01-03,11:48,-1.110,L 
2016-01-03 18:12,2016-01-03,18:12,0.874,H 
2016-01-03 23:54,2016-01-03,23:54,-1.047,LL
2016-01-04 06:30,2016-01-04,06:30,1.169,HH
2016-01-04 12:42,2016-01-04,12:42,-1.035,L 
2016-01-04 18:54,2016-01-04,18:54,0.886,H 
2016-01-05 01:06,2016-01-05,01:06,-1.042,L 
2016-01-05 07:36,2016-01-05,07:36,1.147,HH
2016-01-05 13:54,2016-01-05,13:54,-1.195,LL
2016-01-05 19:54,2016-01-05,19:54,0.807,H 
2016-01-06 01:48,2016-01-06,01:48,-1.240,L 
2016-01-06 08:06,2016-01-06,08:06,1.122,HH
2016-01-06 14:36,2016-01-06,14:36,-1.529,LL
2016-01-06 20:36,2016-01-06,20:36,0.733,H 
2016-01-07 02:42,2016-01-07,02:42,-1.322,L 
2016-01-07 08:48,2016-01-07,08:48,1.251,HH
2016-01-07 15:00,2016-01-07,15:00,-1.473,LL
2016-01-07 21:18,2016-01-07,21:18,1.024,H 
2016-01-08 03:12,2016-01-08,03:12,-1.206,L 
2016-01-08 09:24,2016-01-08,09:24,1.517,HH
2016-01-08 15:48,2016-01-08,15:48,-1.490,LL
2016-01-08 22:06,2016-01-08,22:06,1.194,H 
2016-01-09 03:54,2016-01-09,03:54,-1.262,L 
2016-01-09 10:06,2016-01-09,10:06,1.681,HH
2016-01-09 16:30,2016-01-09,16:30,-1.600,LL
2016-01-09 22:48,2016-01-09,22:48,1.298,H 
2016-01-10 04:42,2016-01-10,04:42,-1.344,LL
2016-01-10 11:00,2016-01-10,11:00,1.939,HH
2016-01-10 17:12,2016-01-10,17:12,-1.293,L 
2016-01-10 23:48,2016-01-10,23:48,1.731,H 
2016-01-11 05:24,2016-01-11,05:24,-1.410,L 
2016-01-11 11:36,2016-01-11,11:36,1.712,HH
2016-01-11 18:06,2016-01-11,18:06,-1.943,LL
2016-01-12 00:18,2016-01-12,00:18,1.217,H 
2016-01-12 06:06,2016-01-12,06:06,-1.651,L 
2016-01-12 12:18,2016-01-12,12:18,1.812,HH
2016-01-12 18:36,2016-01-12,18:36,-1.660,LL
2016-01-13 01:06,2016-01-13,01:06,1.597,H 
2016-01-13 07:06,2016-01-13,07:06,-1.609,L 
2016-01-13 13:06,2016-01-13,13:06,1.498,HH
2016-01-13 19:24,2016-01-13,19:24,-2.028,LL
2016-01-14 01:48,2016-01-14,01:48,1.232,H 
2016-01-14 07:48,2016-01-14,07:48,-1.764,L 
2016-01-14 13:54,2016-01-14,13:54,1.498,HH
2016-01-14 20:12,2016-01-14,20:12,-1.836,LL
2016-01-15 02:30,2016-01-15,02:30,1.319,H 
2016-01-15 08:30,2016-01-15,08:30,-1.675,LL
2016-01-15 14:54,2016-01-15,14:54,1.447,H 
2016-01-15 21:06,2016-01-15,21:06,-1.621,L 
2016-01-16 03:42,2016-01-16,03:42,1.618,HH
2016-01-16 09:42,2016-01-16,09:42,-1.225,L 
2016-01-16 15:42,2016-01-16,15:42,1.581,H 
2016-01-16 21:48,2016-01-16,21:48,-1.238,LL
2016-01-17 04:18,2016-01-17,04:18,1.755,HH
2016-01-17 10:42,2016-01-17,10:42,-1.502,LL
2016-01-17 16:48,2016-01-17,16:48,1.496,H 
2016-01-17 23:12,2016-01-17,23:12,-1.398,L 
2016-01-18 05:18,2016-01-18,05:18,1.690,HH
2016-01-18 11:42,2016-01-18,11:42,-1.454,L 
2016-01-18 17:48,2016-01-18,17:48,1.146,H 
2016-01-19 00:06,2016-01-19,00:06,-1.627,LL
2016-01-19 06:30,2016-01-19,06:30,1.300,HH
2016-01-19 13:00,2016-01-19,13:00,-1.889,LL
2016-01-19 19:12,2016-01-19,19:12,0.806,H 
2016-01-20 01:12,2016-01-20,01:12,-1.593,L 
2016-01-20 07:30,2016-01-20,07:30,1.376,HH
2016-01-20 14:00,2016-01-20,14:00,-1.734,LL
2016-01-20 20:00,2016-01-20,20:00,1.030,H 
2016-01-21 02:12,2016-01-21,02:12,-1.630,L 
2016-01-21 08:24,2016-01-21,08:24,1.483,HH
2016-01-21 15:00,2016-01-21,15:00,-1.993,LL
2016-01-21 21:00,2016-01-21,21:00,1.064,H 
2016-01-22 03:00,2016-01-22,03:00,-1.583,L 
2016-01-22 09:30,2016-01-22,09:30,1.585,HH
2016-01-22 15:42,2016-01-22,15:42,-1.914,LL
2016-01-22 21:54,2016-01-22,21:54,1.256,H 
2016-01-23 03:54,2016-01-23,03:54,-1.596,L 
2016-01-23 10:00,2016-01-23,10:00,1.827,HH
2016-01-23 16:36,2016-01-23,16:36,-1.574,LL
2016-01-23 22:48,2016-01-23,22:48,1.679,H 
2016-01-24 04:48,2016-01-24,04:48,-1.154,L 
2016-01-24 11:12,2016-01-24,11:12,1.915,HH
2016-01-24 17:24,2016-01-24,17:24,-1.421,L 
2016-01-24 23:24,2016-01-24,23:24,1.460,H 
2016-01-25 05:36,2016-01-25,05:36,-1.471,LL
2016-01-25 11:42,2016-01-25,11:42,1.613,HH
2016-01-25 18:06,2016-01-25,18:06,-1.813,LL
2016-01-26 00:18,2016-01-26,00:18,1.381,H 
2016-01-26 06:12,2016-01-26,06:12,-1.575,L 
2016-01-26 12:30,2016-01-26,12:30,1.648,HH
2016-01-26 18:48,2016-01-26,18:48,-1.712,LL
2016-01-27 00:54,2016-01-27,00:54,1.253,H 
2016-01-27 06:54,2016-01-27,06:54,-1.656,L 
2016-01-27 13:30,2016-01-27,13:30,1.325,HH
2016-01-27 19:18,2016-01-27,19:18,-1.702,LL
2016-01-28 01:42,2016-01-28,01:42,1.285,H 
2016-01-28 07:36,2016-01-28,07:36,-1.333,L 
2016-01-28 13:42,2016-01-28,13:42,1.348,HH
2016-01-28 19:48,2016-01-28,19:48,-1.393,LL
2016-01-29 02:24,2016-01-29,02:24,1.374,H 
2016-01-29 08:18,2016-01-29,08:18,-1.174,L 
2016-01-29 14:42,2016-01-29,14:42,1.403,HH
2016-01-29 20:36,2016-01-29,20:36,-1.250,LL
2016-01-30 03:00,2016-01-30,03:00,1.317,HH
2016-01-30 09:00,2016-01-30,09:00,-1.216,L 
2016-01-30 15:36,2016-01-30,15:36,1.033,H 
2016-01-30 21:36,2016-01-30,21:36,-1.284,LL
2016-01-31 04:06,2016-01-31,04:06,1.196,HH
2016-01-31 10:12,2016-01-31,10:12,-1.177,L 
2016-01-31 16:24,2016-01-31,16:24,1.034,H 
2016-01-31 22:06,2016-01-31,22:06,-1.049,L 
2016-02-01 04:30,2016-02-01,04:30,1.195,HH
2016-02-01 11:00,2016-02-01,11:00,-1.147,LL
2016-02-01 17:06,2016-02-01,17:06,0.796,H 
2016-02-01 23:00,2016-02-01,23:00,-1.163,L 
2016-02-02 05:36,2016-02-02,05:36,1.075,HH
2016-02-02 11:54,2016-02-02,11:54,-1.243,LL
2016-02-02 18:06,2016-02-02,18:06,0.790,H 
2016-02-03 00:06,2016-02-03,00:06,-1.163,L 
2016-02-03 06:42,2016-02-03,06:42,1.053,HH
2016-02-03 12:48,2016-02-03,12:48,-1.165,LL
2016-02-03 19:06,2016-02-03,19:06,0.993,H 
2016-02-04 00:42,2016-02-04,00:42,-1.055,L 
2016-02-04 07:30,2016-02-04,07:30,1.121,HH
2016-02-04 13:36,2016-02-04,13:36,-1.413,LL
2016-02-04 19:54,2016-02-04,19:54,0.810,H 
2016-02-05 01:54,2016-02-05,01:54,-1.289,L 
2016-02-05 08:06,2016-02-05,08:06,1.327,HH
2016-02-05 14:30,2016-02-05,14:30,-1.526,LL
2016-02-05 20:54,2016-02-05,20:54,0.827,H 
2016-02-06 02:18,2016-02-06,02:18,-1.475,L 
2016-02-06 09:12,2016-02-06,09:12,1.335,HH
2016-02-06 15:24,2016-02-06,15:24,-1.767,LL
2016-02-06 21:30,2016-02-06,21:30,1.035,H 
2016-02-07 03:30,2016-02-07,03:30,-1.686,L 
2016-02-07 09:30,2016-02-07,09:30,1.464,HH
2016-02-07 15:54,2016-02-07,15:54,-1.982,LL
2016-02-07 22:12,2016-02-07,22:12,1.397,H 
2016-02-08 04:12,2016-02-08,04:12,-1.415,L 
2016-02-08 10:18,2016-02-08,10:18,2.141,HH
2016-02-08 16:36,2016-02-08,16:36,-1.423,LL
2016-02-08 23:00,2016-02-08,23:00,1.918,H 
2016-02-09 05:12,2016-02-09,05:12,-1.258,L 
2016-02-09 11:30,2016-02-09,11:30,2.181,HH
2016-02-09 17:36,2016-02-09,17:36,-1.789,LL
2016-02-09 23:54,2016-02-09,23:54,1.753,H 
2016-02-10 06:06,2016-02-10,06:06,-1.777,L 
2016-02-10 12:00,2016-02-10,12:00,1.983,HH
2016-02-10 18:06,2016-02-10,18:06,-1.940,LL
2016-02-11 00:30,2016-02-11,00:30,1.795,H 
2016-02-11 06:30,2016-02-11,06:30,-1.816,L 
2016-02-11 12:42,2016-02-11,12:42,1.982,HH
2016-02-11 19:06,2016-02-11,19:06,-2.120,LL
2016-02-12 01:18,2016-02-12,01:18,1.565,H 
2016-02-12 07:30,2016-02-12,07:30,-1.990,L 
2016-02-12 13:48,2016-02-12,13:48,1.606,H 
2016-02-12 19:54,2016-02-12,19:54,-2.022,LL
2016-02-13 02:06,2016-02-13,02:06,1.695,HH
2016-02-13 08:18,2016-02-13,08:18,-1.701,L 
2016-02-13 14:30,2016-02-13,14:30,1.626,HH
2016-02-13 20:42,2016-02-13,20:42,-1.837,LL
2016-02-14 03:12,2016-02-14,03:12,1.581,H 
2016-02-14 09:36,2016-02-14,09:36,-1.853,LL
2016-02-14 15:42,2016-02-14,15:42,1.181,H 
2016-02-14 21:48,2016-02-14,21:48,-1.807,L 
2016-02-15 04:06,2016-02-15,04:06,1.308,HH
2016-02-15 10:24,2016-02-15,10:24,-1.890,LL
2016-02-15 16:42,2016-02-15,16:42,1.010,H 
2016-02-15 22:36,2016-02-15,22:36,-1.709,L 
2016-02-16 04:54,2016-02-16,04:54,1.416,HH
2016-02-16 11:18,2016-02-16,11:18,-1.595,LL
2016-02-16 17:42,2016-02-16,17:42,1.464,HH
2016-02-17 00:18,2016-02-17,00:18,-1.160,L 
2016-02-17 06:12,2016-02-17,06:12,1.388,H 
2016-02-17 12:42,2016-02-17,12:42,-1.658,LL
2016-02-17 18:54,2016-02-17,18:54,1.017,H 
2016-02-18 01:00,2016-02-18,01:00,-1.494,L 
2016-02-18 07:24,2016-02-18,07:24,1.382,HH
2016-02-18 13:48,2016-02-18,13:48,-1.711,LL
2016-02-18 19:54,2016-02-18,19:54,0.993,H 
2016-02-19 01:48,2016-02-19,01:48,-1.512,L 
2016-02-19 08:24,2016-02-19,08:24,1.471,HH
2016-02-19 14:42,2016-02-19,14:42,-1.733,LL
2016-02-19 21:00,2016-02-19,21:00,1.122,H 
2016-02-20 03:00,2016-02-20,03:00,-1.565,L 
2016-02-20 09:12,2016-02-20,09:12,1.571,HH
2016-02-20 15:36,2016-02-20,15:36,-1.635,LL
2016-02-20 21:42,2016-02-20,21:42,1.299,H 
2016-02-21 03:48,2016-02-21,03:48,-1.522,L 
2016-02-21 10:00,2016-02-21,10:00,1.529,HH
2016-02-21 16:12,2016-02-21,16:12,-1.773,LL
2016-02-21 22:24,2016-02-21,22:24,1.323,H 
2016-02-22 04:30,2016-02-22,04:30,-1.608,L 
2016-02-22 10:42,2016-02-22,10:42,1.508,HH
2016-02-22 17:00,2016-02-22,17:00,-1.813,LL
2016-02-22 23:18,2016-02-22,23:18,1.209,H 
2016-02-23 05:18,2016-02-23,05:18,-1.678,L 
2016-02-23 11:30,2016-02-23,11:30,1.421,HH
2016-02-23 17:30,2016-02-23,17:30,-1.758,LL
2016-02-23 23:54,2016-02-23,23:54,1.306,H 
2016-02-24 05:54,2016-02-24,05:54,-1.603,L 
2016-02-24 12:12,2016-02-24,12:12,1.508,HH
2016-02-24 18:12,2016-02-24,18:12,-1.568,LL
2016-02-25 00:30,2016-02-25,00:30,1.518,H 
2016-02-25 06:30,2016-02-25,06:30,-1.364,L 
2016-02-25 12:48,2016-02-25,12:48,1.614,HH
2016-02-25 19:00,2016-02-25,19:00,-1.430,L 
2016-02-26 01:06,2016-02-26,01:06,1.383,HH
2016-02-26 07:18,2016-02-26,07:18,-1.609,LL
2016-02-26 13:24,2016-02-26,13:24,1.135,H 
2016-02-26 19:36,2016-02-26,19:36,-1.607,LL
2016-02-27 01:54,2016-02-27,01:54,1.120,HH
2016-02-27 07:54,2016-02-27,07:54,-1.485,L 
2016-02-27 14:12,2016-02-27,14:12,1.065,H 
2016-02-27 20:06,2016-02-27,20:06,-1.366,L 
2016-02-28 02:12,2016-02-28,02:12,1.131,HH
2016-02-28 08:30,2016-02-28,08:30,-1.508,LL
2016-02-28 14:48,2016-02-28,14:48,0.944,H 
2016-02-28 20:42,2016-02-28,20:42,-1.240,LL
2016-03-01 03:48,2016-03-01,03:48,1.061,HH
2016-03-01 10:18,2016-03-01,10:18,-1.367,LL
2016-03-01 16:24,2016-03-01,16:24,0.792,H 
2016-03-01 22:24,2016-03-01,22:24,-1.086,LL
2016-03-02 04:48,2016-03-02,04:48,1.253,HH
2016-03-02 11:00,2016-03-02,11:00,-1.023,L 
2016-03-02 17:24,2016-03-02,17:24,0.793,H 
2016-03-02 23:18,2016-03-02,23:18,-1.214,L 
2016-03-03 05:30,2016-03-03,05:30,0.966,HH
2016-03-03 11:48,2016-03-03,11:48,-1.391,LL
2016-03-03 18:18,2016-03-03,18:18,0.672,H 
2016-03-03 23:54,2016-03-03,23:54,-1.241,L 
2016-03-04 06:42,2016-03-04,06:42,1.029,HH
2016-03-04 12:54,2016-03-04,12:54,-1.437,LL
2016-03-04 19:24,2016-03-04,19:24,0.945,H 
2016-03-05 01:18,2016-03-05,01:18,-1.014,L 
2016-03-05 07:54,2016-03-05,07:54,1.456,HH
2016-03-05 13:54,2016-03-05,13:54,-1.122,LL
2016-03-05 20:12,2016-03-05,20:12,1.164,H 
2016-03-06 02:18,2016-03-06,02:18,-1.209,L 
2016-03-06 08:24,2016-03-06,08:24,1.331,HH
2016-03-06 14:42,2016-03-06,14:42,-1.722,LL
